genre,age_group,popularity,producer
Action,36+,24,Original
Comedy,36+,209,Manga
Action,36+,1342,Manga
Action,36+,2669,Manga
Adventure,36+,902,Original
Slice of Life,36+,31,Visual novel
Action,36+,1229,Manga
Sci-Fi,36+,113,Novel
Mystery,36+,664,Original
Action,36+,87,Light novel
Action,36+,815,Manga
Harem,36+,145,Visual novel
Drama,36+,2440,Manga
Action,36+,309,Light novel
Mystery,36+,910,Original
Comedy,36+,351,Manga
Adventure,36+,378,Original
Action,36+,22,Original
Sci-Fi,36+,705,Original
Comedy,36+,974,Manga
Action,36+,709,Original
Action,36+,1271,Original
Psychological,36+,1271,Original
Drama,36+,154,Manga
Comedy,36+,339,Manga
Action,36+,2480,Original
Action,36+,23,Manga
Action,36+,681,Manga
Action,36+,1709,Manga
Adventure,36+,1072,Original
Action,36+,718,Light novel
Comedy,36+,2330,Manga
Action,36+,291,Manga
Slice of Life,36+,229,Manga
Psychological,36+,3287,Original
Action,36+,470,Manga
Comedy,36+,1612,Manga
Mystery,36+,548,Visual novel
Action,36+,60,Manga
Action,36+,865,Other
Comedy,36+,713,Manga
Romance,36+,44,Light novel
Mystery,36+,831,Light novel
Drama,36+,1366,Original
Drama,36+,1544,Novel
Adventure,36+,233,Manga
Action,36+,156,Original
Sci-Fi,36+,212,Original
Action,36+,373,Visual novel
Comedy,36+,1996,Manga
Drama,36+,384,Manga
Comedy,36+,129,Light novel
Mystery,36+,1556,Light novel
Action,36+,228,Light novel
Action,36+,19,Manga
Action,36+,30,Light novel
Comedy,36+,1458,Novel
Action,36+,53,Manga
Action,36+,245,Light novel
Psychological,36+,724,Novel
Action,36+,1138,Manga
Comedy,36+,356,Manga
Mystery,36+,176,Novel
Mystery,36+,421,Novel
Comedy,36+,2520,Manga
Slice of Life,36+,624,Manga
Slice of Life,36+,1141,Manga
Comedy,36+,143,Manga
Comedy,36+,234,4-koma manga
Action,36+,855,Light novel
Thriller,36+,8,Visual novel
Drama,36+,50,Original
Action,36+,14,Manga
Action,36+,342,Manga
Slice of Life,36+,45,Original
Josei,36+,256,Manga
Comedy,36+,2474,Manga
Action,36+,796,Manga
Drama,36+,196,Manga
Action,36+,737,Light novel
Action,36+,12,Manga
Ecchi,36+,101,Light novel
Mystery,36+,394,Original
Sci-Fi,36+,328,Visual novel
Action,36+,35,Manga
Mystery,36+,26,Novel
Action,36+,283,Other
Comedy,36+,335,Original
Mystery,36+,146,Light novel
Action,36+,164,Manga
Action,36+,437,Manga
Action,36+,3,Light novel
Comedy,36+,85,Manga
Slice of Life,36+,139,Web manga
Action,36+,888,Manga
Action,36+,879,Manga
Mystery,36+,73,Novel
Slice of Life,36+,148,Original
Horror,36+,317,Manga
Romance,36+,620,Manga
Drama,36+,390,Manga
Comedy,36+,788,Original
Action,36+,29,Original
Slice of Life,36+,457,Visual novel
Comedy,36+,65,Light novel
Action,36+,157,Manga
Drama,36+,192,Manga
Sci-Fi,36+,1360,Novel
Action,36+,121,Original
Action,36+,91,Manga
Action,36+,166,Manga
Slice of Life,36+,63,Light novel
Slice of Life,36+,74,Light novel
Adventure,36+,315,Light novel
Fantasy,36+,1032,Novel
Harem,36+,255,Light novel
Comedy,36+,1599,Manga
Comedy,36+,51,Light novel
Fantasy,36+,529,Light novel
Drama,36+,766,Manga
Action,36+,2,Manga
Action,36+,681,Game
Mystery,36+,107,Game
Slice of Life,36+,150,Web manga
Action,36+,1379,Original
Slice of Life,36+,191,Original
Comedy,36+,153,Manga
Magic,36+,1798,Original
Comedy,36+,124,Light novel
Slice of Life,36+,75,Light novel
Sci-Fi,36+,631,Original
Slice of Life,36+,1915,Manga
Slice of Life,36+,151,Original
Action,36+,28,Original
Comedy,36+,787,Manga
Harem,36+,78,Manga
Fantasy,36+,809,Manga
Action,36+,917,Original
Game,36+,11,Light novel
Game,36+,336,Manga
Action,36+,15,Manga
Mystery,36+,897,Novel
Sci-Fi,36+,256,Music
Sports,36+,563,Manga
Action,36+,6,Manga
Action,36+,42,Manga
Comedy,36+,176,Web manga
Drama,36+,37,Manga
Action,36+,180,Original
Action,36+,52,Manga
Action,36+,142,Manga
Action,36+,59,Manga
Game,36+,47,Original
Comedy,36+,217,Manga
Drama,36+,590,Manga
Comedy,36+,654,Manga
Action,36+,90,Light novel
Slice of Life,36+,126,Web manga
Action,36+,5,Web manga
Action,36+,687,Game
Mystery,36+,40,Manga
Action,36+,160,Manga
Action,36+,27,Manga
Action,36+,84,Web manga
Supernatural,36+,33,Original
Comedy,36+,238,Original
Comedy,36+,317,Light novel
Action,36+,376,Manga
Sci-Fi,36+,178,Web manga
Comedy,36+,707,Manga
Action,36+,954,Light novel
Drama,36+,354,Light novel
Action,36+,438,Original
Action,36+,138,Manga
Action,36+,582,Manga
Slice of Life,36+,369,4-koma manga
Action,36+,187,Light novel
Action,36+,365,Light novel
Action,36+,689,Original
Action,36+,986,Original
Comedy,36+,992,Manga
Action,36+,985,Manga
Action,36+,1198,Manga
Action,36+,1126,Manga
Action,36+,1145,Manga
Action,36+,1756,Manga
Comedy,36+,753,Manga
Action,36+,505,Manga
Comedy,36+,1154,Light novel
Action,36+,204,Manga
Comedy,36+,2301,Manga
Slice of Life,36+,2282,Manga
Sci-Fi,36+,828,Original
Action,36+,726,Game
Fantasy,36+,3249,Original
Action,36+,500,Game
Comedy,36+,2173,Manga
Action,36+,1465,Original
Drama,36+,621,Original
Fantasy,36+,896,Manga
Adventure,36+,407,Manga
Action,36+,70,Manga
Adventure,36+,1421,Original
Action,36+,770,Visual novel
Comedy,36+,1455,Light novel
Action,36+,1491,Manga
Adventure,36+,1508,Original
Sci-Fi,36+,2703,Manga
Sci-Fi,36+,1519,Manga
Action,36+,666,Manga
Drama,36+,2459,Manga
Action,36+,371,Game
Action,36+,630,Novel
Action,36+,523,Manga
Mystery,36+,1620,Light novel
Action,36+,463,Original
Adventure,36+,100,Light novel
Comedy,36+,1185,Manga
Comedy,36+,1192,Light novel
Sci-Fi,36+,186,Manga
Drama,36+,389,Visual novel
Action,36+,841,Original
Adventure,36+,1776,Game
Comedy,36+,716,Original
Mystery,36+,1507,Manga
Slice of Life,36+,942,Novel
Slice of Life,36+,387,Original
Adventure,36+,1275,Original
Action,36+,330,Novel
Sci-Fi,36+,114,Novel
Comedy,36+,690,Manga
Adventure,36+,1208,Light novel
Sci-Fi,36+,468,Original
Mystery,36+,445,Original
Action,36+,92,Light novel
Action,36+,321,Manga
Action,36+,186,Light novel
Action,36+,278,Manga
Samurai,36+,1856,Manga
Comedy,36+,1064,Manga
Action,36+,554,Manga
Action,36+,415,Light novel
Slice of Life,36+,340,Visual novel
Music,36+,1158,Manga
Comedy,36+,2379,Original
Drama,36+,1594,Visual novel
Action,36+,1374,Manga
Action,36+,800,Visual novel
Action,36+,678,Manga
Sci-Fi,36+,732,Original
Adventure,36+,99,Manga
Comedy,36+,2398,Manga
Ecchi,36+,4960,Unknown
Comedy,36+,801,Manga
Comedy,36+,1053,Manga
Action,36+,1530,Original
Comedy,36+,1298,Manga
Comedy,36+,674,Manga
Comedy,36+,1774,Original
Comedy,36+,1666,Manga
Military,36+,1202,Manga
Military,36+,2295,Light novel
Comedy,36+,1100,Light novel
Comedy,36+,2455,Manga
Action,36+,2039,Manga
Action,36+,1994,Manga
Action,36+,1154,Manga
Action,36+,1244,Manga
Action,36+,1164,Manga
Action,36+,1223,Manga
Action,36+,979,Manga
Comedy,36+,2585,Original
Action,36+,946,Manga
Fantasy,36+,1855,Light novel
Drama,36+,1148,Manga
Action,36+,94,Light novel
Slice of Life,36+,402,Visual novel
Action,36+,475,Manga
Action,36+,1790,Manga
Comedy,36+,1573,Visual novel
Adventure,36+,1118,Manga
Action,36+,1660,Manga
Comedy,36+,1328,Manga
Drama,36+,749,Visual novel
Action,36+,1552,Light novel
Comedy,36+,3171,Light novel
Action,36+,1691,Manga
Harem,36+,1122,Light novel
Comedy,36+,2143,Manga
Mystery,36+,436,Visual novel
Drama,36+,615,Visual novel
Drama,36+,1214,Visual novel
Slice of Life,36+,677,Manga
Harem,36+,130,Manga
Harem,36+,1119,Visual novel
Comedy,36+,907,Light novel
Comedy,36+,521,Light novel
Action,36+,2064,Manga
Music,36+,627,Manga
Comedy,36+,3247,Manga
Slice of Life,36+,55,Visual novel
Sci-Fi,36+,202,Light novel
Comedy,36+,901,4-koma manga
Mystery,36+,697,Visual novel
Comedy,36+,971,Light novel
Comedy,36+,1279,Manga
Slice of Life,36+,80,4-koma manga
Harem,36+,632,Light novel
Ecchi,36+,2421,Manga
Action,36+,220,Manga
Drama,36+,483,Visual novel
Harem,36+,462,Manga
Comedy,36+,181,Light novel
Comedy,36+,183,4-koma manga
Comedy,36+,298,Light novel
Action,36+,1185,Original
Comedy,36+,2436,Light novel
Sci-Fi,36+,406,Light novel
Ecchi,36+,1743,Book
Action,36+,605,Original
Harem,36+,1548,Light novel
Comedy,36+,1930,Manga
Slice of Life,36+,633,Manga
Action,36+,635,Visual novel
Slice of Life,36+,2652,Unknown
Comedy,36+,537,Manga
Action,36+,199,Light novel
Comedy,36+,866,Light novel
Action,36+,592,Light novel
Action,36+,1669,Original
Action,36+,573,Manga
Action,36+,1433,Original
Adventure,36+,1110,Manga
Comedy,36+,583,Manga
Drama,36+,829,Visual novel
Drama,36+,586,Original
Game,36+,555,Manga
Harem,36+,789,Visual novel
Action,36+,841,Original
Action,36+,7,Original
Slice of Life,36+,305,Other
Action,36+,102,Light novel
Drama,36+,357,Manga
Action,36+,17,Light novel
Ecchi,36+,54,Manga
Action,36+,131,Original
Drama,36+,77,Manga
Action,36+,428,Manga
Action,36+,275,Light novel
Sports,36+,833,Visual novel
Slice of Life,36+,333,Manga
Sci-Fi,36+,230,Manga
Slice of Life,36+,157,Light novel
Slice of Life,36+,174,Manga
Comedy,36+,1121,Manga
Action,36+,2994,Manga
Slice of Life,36+,1759,Light novel
Comedy,36+,2814,Manga
Slice of Life,36+,700,Manga
Comedy,36+,313,Manga
Adventure,36+,2531,Novel
Comedy,36+,3762,Original
Drama,36+,599,Manga
Military,36+,1664,Manga
Action,36+,904,Manga
Drama,36+,2848,Light novel
Adventure,36+,2018,Manga
Adventure,36+,2570,Visual novel
Action,36+,2251,Original
Comedy,36+,4061,Manga
Comedy,36+,1425,Manga
Adventure,36+,3730,Original
Game,36+,2943,Manga
Military,36+,2130,Original
Action,36+,2912,Manga
Action,36+,2948,Manga
Action,36+,1132,Manga
Action,36+,1099,Manga
Comedy,36+,2455,Manga
Action,36+,2964,Light novel
Comedy,36+,7908,Manga
Sci-Fi,36+,2695,Original
Comedy,36+,2133,Unknown
Adventure,36+,2811,Original
Mystery,36+,1267,Book
Action,36+,1514,Other
Slice of Life,36+,2077,Manga
Action,36+,264,Manga
Comedy,36+,2175,Unknown
Drama,36+,2037,Original
Action,36+,3423,Manga
Comedy,36+,3384,Manga
Drama,36+,3137,Light novel
Action,36+,2332,Manga
Action,36+,3773,Original
Adventure,36+,2851,Original
Romance,36+,3026,Visual novel
Mecha,36+,4428,Original
Adventure,36+,3717,Light novel
Action,36+,5746,Unknown
Comedy,36+,1297,Manga
Adventure,36+,1908,Manga
Action,36+,1931,Manga
Action,36+,921,Game
Mystery,36+,1538,Manga
Comedy,36+,1500,Manga
Comedy,36+,1402,Manga
Comedy,36+,1039,Visual novel
Harem,36+,2711,Unknown
Comedy,36+,5358,Manga
Comedy,36+,1973,Light novel
Action,36+,2359,Manga
School,36+,3203,Light novel
Comedy,36+,1688,Manga
Comedy,36+,791,Manga
Action,36+,594,Light novel
Romance,36+,1511,Original
Comedy,36+,1909,Manga
Action,36+,595,Manga
Sports,36+,743,Manga
Comedy,36+,663,Manga
Drama,36+,558,Manga
Action,36+,550,Visual novel
Comedy,36+,2701,Manga
Slice of Life,36+,1546,Manga
Action,36+,511,Original
Military,36+,810,Original
Comedy,36+,2242,Manga
Comedy,36+,2167,Manga
Comedy,36+,2644,Unknown
Comedy,36+,715,Manga
Slice of Life,36+,372,Visual novel
Romance,36+,1281,Manga
Action,36+,362,Original
Comedy,36+,1585,Manga
Comedy,36+,3466,Manga
Music,36+,534,4-koma manga
Slice of Life,36+,136,Manga
Music,36+,1656,Original
Action,36+,1490,Manga
Comedy,36+,2757,Manga
Music,36+,2286,Original
Action,36+,140,Manga
Action,36+,178,Light novel
Action,36+,480,Manga
Slice of Life,36+,567,4-koma manga
Action,36+,137,Novel
Action,36+,279,Novel
Drama,36+,3580,Visual novel
Comedy,36+,1026,Manga
Drama,36+,1529,Original
Adventure,36+,1420,Manga
Adventure,36+,1372,Manga
Action,36+,1681,Original
Comedy,36+,1340,Manga
Action,36+,1248,Original
Mystery,36+,944,Manga
Action,36+,2719,Original
Slice of Life,36+,2823,Manga
Comedy,36+,1898,Manga
Sports,36+,1943,Original
Action,36+,2145,Original
Action,36+,837,Manga
Action,36+,2526,Manga
Comedy,36+,2895,Unknown
Action,36+,574,Other
Action,36+,691,Original
School,36+,2043,Original
Action,36+,811,Light novel
Action,36+,1061,Original
Slice of Life,36+,459,4-koma manga
Comedy,36+,1794,Web manga
Action,36+,600,Original
Fantasy,36+,1023,Visual novel
Action,36+,669,Manga
Comedy,36+,1398,Original
Military,36+,671,Novel
Adventure,36+,2817,Original
Action,36+,1209,Manga
Action,36+,1727,Manga
Sci-Fi,36+,1250,Manga
Action,36+,1000,Manga
Action,36+,1517,Manga
Action,36+,689,Manga
Adventure,36+,1099,Original
Action,36+,1899,Novel
Action,36+,3477,Manga
Slice of Life,36+,822,Manga
Drama,36+,2171,Manga
Comedy,36+,4978,Manga
Adventure,36+,3382,Original
Comedy,36+,679,Original
Action,36+,1870,Unknown
Action,36+,4059,Manga
Slice of Life,36+,3846,Manga
Action,36+,1233,Manga
Action,36+,1553,Original
Action,36+,2399,Original
Supernatural,36+,6906,Manga
Sci-Fi,36+,1365,Game
Action,36+,5314,Manga
Action,36+,4068,Manga
Comedy,36+,1948,Manga
Action,36+,4871,Novel
Action,36+,1069,Original
Supernatural,36+,4009,Manga
Adventure,36+,1857,Original
Drama,36+,3441,Novel
Fantasy,36+,3202,Other
Adventure,36+,2904,Light novel
Action,36+,2621,Light novel
Slice of Life,36+,2787,Original
Action,36+,3454,Novel
Slice of Life,36+,4458,Light novel
Action,36+,1378,Visual novel
Action,36+,587,Light novel
Action,36+,620,Light novel
Adventure,36+,2490,Light novel
Action,36+,657,Light novel
Adventure,36+,3357,Manga
Adventure,36+,2055,Light novel
Parody,36+,2782,Unknown
Action,36+,746,Light novel
Action,36+,707,Light novel
Action,36+,3069,Manga
Romance,36+,1427,Manga
Comedy,36+,1698,Manga
Sports,36+,1639,Manga
Demons,36+,1078,Manga
Comedy,36+,1188,Manga
Slice of Life,36+,2189,Original
Drama,36+,2166,Original
Comedy,36+,878,Manga
Martial Arts,36+,4965,Unknown
Slice of Life,36+,2086,Original
Comedy,36+,4623,Manga
Drama,36+,596,Manga
Action,36+,1282,Original
Sci-Fi,36+,602,Original
Action,36+,1912,Original
Action,36+,2826,Book
Action,36+,4554,Manga
Adventure,36+,412,Original
Supernatural,36+,2048,Light novel
Seinen,36+,1764,Manga
Comedy,36+,845,Manga
Comedy,36+,1128,Manga
Comedy,36+,970,Manga
Adventure,36+,1501,Original
Action,36+,1142,Other
Slice of Life,36+,346,Manga
Action,36+,717,Manga
Action,36+,2559,Game
Adventure,36+,3283,Unknown
Drama,36+,659,Original
Slice of Life,36+,1242,Manga
Action,36+,240,Manga
Slice of Life,36+,478,Web manga
Comedy,36+,5983,Manga
Action,36+,1575,Game
Action,36+,2006,Game
Comedy,36+,1826,Manga
Comedy,36+,1985,Manga
Game,36+,1256,Manga
Action,36+,3481,Game
Ecchi,36+,2202,4-koma manga
Romance,36+,2223,Original
Sci-Fi,36+,2641,Light novel
Slice of Life,36+,1435,4-koma manga
Slice of Life,36+,1504,4-koma manga
Slice of Life,36+,2496,Original
Action,36+,2673,Manga
Sci-Fi,36+,2495,Manga
Slice of Life,36+,2533,4-koma manga
Action,36+,3334,Original
Comedy,36+,3037,Manga
Comedy,36+,4699,Manga
Drama,36+,2595,Manga
Comedy,36+,3514,Manga
Action,36+,2929,Manga
Adventure,36+,2665,Original
Action,36+,3180,Manga
Horror,36+,4058,Manga
Slice of Life,36+,3587,Original
Slice of Life,36+,3071,4-koma manga
Action,36+,4412,Manga
Drama,36+,5177,Unknown
Comedy,36+,5558,Unknown
Music,36+,3788,Manga
Adventure,36+,7399,Original
Action,36+,7441,Unknown
Action,36+,4629,Manga
Action,26-35,35,Manga
Adventure,26-35,292,Manga
Action,26-35,141,Manga
Action,26-35,18,Manga
Comedy,26-35,69,Manga
Action,26-35,20,Manga
Action,26-35,38,Original
Comedy,26-35,500,Manga
Drama,26-35,152,Manga
Action,26-35,10,Manga
Action,26-35,48,Original
Sci-Fi,26-35,216,Original
Action,26-35,210,Manga
Action,26-35,174,Manga
Action,26-35,240,Manga
Action,26-35,485,Manga
Action,26-35,21,Manga
Action,26-35,277,Original
Action,26-35,67,Original
Action,26-35,16,Manga
Adventure,26-35,515,Manga
Sci-Fi,26-35,203,Original
Drama,26-35,634,Novel
Action,26-35,125,Manga
Action,26-35,144,Light novel
Action,26-35,355,Manga
Action,26-35,246,Manga
Military,26-35,327,Manga
Adventure,26-35,548,Manga
Action,26-35,273,Manga
Action,26-35,1360,Manga
Adventure,26-35,1462,Manga
Action,26-35,964,Manga
Action,26-35,105,Manga
Comedy,26-35,68,Light novel
Action,26-35,98,Manga
Mystery,26-35,97,Visual novel
Adventure,26-35,714,Manga
Adventure,26-35,1485,Game
Comedy,26-35,132,Novel
Action,26-35,449,Original
Action,26-35,1595,Manga
Action,26-35,106,Manga
Mystery,26-35,1,Manga
Action,26-35,9,Original
Slice of Life,26-35,135,4-koma manga
Action,26-35,778,Manga
Slice of Life,26-35,31,Visual novel
Action,26-35,1467,Original
Action,26-35,597,Manga
Harem,26-35,145,Visual novel
Mystery,26-35,784,Manga
Drama,26-35,1180,Visual novel
Action,26-35,138,Manga
Action,26-35,806,Manga
Game,26-35,650,Original
Slice of Life,26-35,369,4-koma manga
Action,26-35,845,Original
Action,26-35,204,Manga
Action,26-35,500,Game
Action,26-35,1476,Game
Action,26-35,305,Original
Action,26-35,70,Manga
Adventure,26-35,725,Original
Action,26-35,908,Original
Action,26-35,565,Original
Action,26-35,371,Game
Action,26-35,523,Manga
Adventure,26-35,5843,Unknown
Sci-Fi,26-35,186,Manga
Drama,26-35,389,Visual novel
Adventure,26-35,1776,Game
Action,26-35,554,Manga
Action,26-35,343,Manga
Adventure,26-35,1199,Light novel
Adventure,26-35,874,Original
Action,26-35,3028,Game
Adventure,26-35,99,Manga
Action,26-35,1303,Manga
Action,26-35,1719,Manga
Comedy,26-35,1053,Manga
Adventure,26-35,417,Manga
Action,26-35,844,Manga
Action,26-35,214,Game
Demons,26-35,423,Manga
Action,26-35,732,Manga
Action,26-35,1154,Manga
Adventure,26-35,1477,Game
Action,26-35,1906,Manga
Drama,26-35,749,Visual novel
Action,26-35,4650,Unknown
Adventure,26-35,1615,Manga
Harem,26-35,130,Manga
Slice of Life,26-35,55,Visual novel
Comedy,26-35,269,Manga
Comedy,26-35,901,4-koma manga
Adventure,26-35,941,Game
Comedy,26-35,1051,4-koma manga
Action,26-35,1215,Original
Comedy,26-35,583,Manga
Action,26-35,791,Original
Adventure,26-35,4836,Game
Action,26-35,745,Manga
Slice of Life,26-35,700,Manga
Adventure,26-35,1191,Manga
Comedy,26-35,313,Manga
Action,26-35,3445,Game
Adventure,26-35,1383,Manga
Adventure,26-35,1278,Manga
Adventure,26-35,1352,Manga
Adventure,26-35,1357,Manga
Military,26-35,805,Manga
Adventure,26-35,1917,Manga
Action,26-35,661,Game
Action,26-35,2000,Unknown
Adventure,26-35,1503,Original
Action,26-35,2912,Manga
Action,26-35,2948,Manga
Action,26-35,3401,Manga
Adventure,26-35,885,Game
Action,26-35,927,Game
Adventure,26-35,1096,Game
Adventure,26-35,3101,Manga
Action,26-35,264,Manga
Action,26-35,948,Game
Action,26-35,2210,Manga
Action,26-35,1579,Game
Action,26-35,2417,Unknown
Parody,26-35,1803,Manga
Sci-Fi,26-35,1871,Game
Action,26-35,1744,Original
Game,26-35,3996,Manga
Mystery,26-35,1480,Light novel
Action,26-35,1123,Original
Adventure,26-35,2044,Original
Action,26-35,4213,Manga
Action,26-35,1397,Original
Action,26-35,1883,Manga
Game,26-35,5880,Unknown
Adventure,26-35,2911,Game
Comedy,26-35,2436,4-koma manga
Action,26-35,812,Manga
Mecha,26-35,3330,Original
Game,26-35,1984,Manga
Action,26-35,3153,Game
Adventure,26-35,2263,Original
Adventure,26-35,1829,Manga
Action,26-35,2180,Game
Adventure,26-35,2192,Manga
Fantasy,26-35,2783,Manga
Action,26-35,2393,Game
Adventure,26-35,2904,Game
Adventure,26-35,1877,Game
Adventure,26-35,3333,Unknown
Fantasy,26-35,7272,Original
Action,26-35,35,Manga
Sci-Fi,26-35,188,Manga
Slice of Life,26-35,222,Manga
Action,26-35,141,Manga
Action,26-35,18,Manga
Comedy,26-35,69,Manga
Action,26-35,297,Manga
Comedy,26-35,1138,Visual novel
Action,26-35,20,Manga
Comedy,26-35,568,Manga
Comedy,26-35,488,Manga
Comedy,26-35,799,Manga
Comedy,26-35,71,Manga
Comedy,26-35,172,Manga
Action,26-35,208,Manga
Comedy,26-35,646,Manga
Comedy,26-35,374,Manga
Comedy,26-35,945,Manga
Action,26-35,38,Original
Drama,26-35,152,Manga
Action,26-35,10,Manga
Action,26-35,485,Manga
Adventure,26-35,430,Manga
Action,26-35,761,Original
Action,26-35,21,Manga
Action,26-35,310,Manga
Action,26-35,277,Original
Action,26-35,67,Original
Action,26-35,16,Manga
Mystery,26-35,334,Original
Comedy,26-35,1047,Manga
Action,26-35,125,Manga
Action,26-35,144,Light novel
Action,26-35,82,Visual novel
Action,26-35,246,Manga
Military,26-35,327,Manga
Adventure,26-35,548,Manga
Action,26-35,1360,Manga
Adventure,26-35,1462,Manga
Action,26-35,964,Manga
Action,26-35,1024,Manga
Harem,26-35,1743,Visual novel
Drama,26-35,959,Other
Action,26-35,98,Manga
Action,26-35,95,Manga
Adventure,26-35,714,Manga
Action,26-35,106,Manga
Mystery,26-35,1,Manga
Action,26-35,9,Original
Action,26-35,173,Manga
Action,26-35,455,Manga
Action,26-35,119,Manga
Action,26-35,61,Original
Comedy,26-35,209,Manga
Action,26-35,778,Manga
Action,26-35,1467,Original
Action,26-35,815,Manga
Action,26-35,597,Manga
Action,26-35,576,Original
Action,26-35,512,Manga
Action,26-35,22,Original
Mystery,26-35,784,Manga
Drama,26-35,154,Manga
Comedy,26-35,339,Manga
Action,26-35,23,Manga
Action,26-35,681,Manga
Action,26-35,667,Manga
Mystery,26-35,299,Manga
Action,26-35,575,Manga
Action,26-35,60,Manga
Romance,26-35,44,Light novel
Action,26-35,4,Manga
Adventure,26-35,233,Manga
Action,26-35,373,Visual novel
Action,26-35,827,Manga
Action,26-35,244,Original
Action,26-35,19,Manga
Action,26-35,213,Manga
Action,26-35,30,Light novel
Action,26-35,53,Manga
Adventure,26-35,1243,Manga
Mystery,26-35,176,Novel
Action,26-35,767,Manga
Action,26-35,738,Manga
Comedy,26-35,143,Manga
Fantasy,26-35,1108,Manga
Action,26-35,14,Manga
Harem,26-35,652,Visual novel
Action,26-35,854,Manga
